# SOURMASH-MANIFEST-VERSION: 1.0
internal_location,md5,md5short,ksize,moltype,num,scaled,n_hashes,with_abundance,name,filename
signatures/9f3b4f127d25efacbbbb58dab23a335e.sig.gz,9f3b4f127d25efacbbbb58dab23a335e,9f3b4f12,31,DNA,0,1000,4500,True,GCF_907163115.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907163115.1_genomic.fna.gz
signatures/0a8410aea42152d7fdb0bd2c3c331c93.sig.gz,0a8410aea42152d7fdb0bd2c3c331c93,0a8410ae,31,DNA,0,1000,2452,True,GCF_018918045.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_018918045.1_genomic.fna.gz
signatures/ba006926b93d8bfd07ed3cbd42cc85c3.sig.gz,ba006926b93d8bfd07ed3cbd42cc85c3,ba006926,31,DNA,0,1000,3009,True,GCF_018918095.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_018918095.1_genomic.fna.gz
signatures/99b0e96f8b70c79d2561ee436f5032aa.sig.gz,99b0e96f8b70c79d2561ee436f5032aa,99b0e96f,31,DNA,0,1000,2692,True,GCF_907163135.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907163135.1_genomic.fna.gz
signatures/9d84e0b2eb5d90f664b654f13a2aef29.sig.gz,9d84e0b2eb5d90f664b654f13a2aef29,9d84e0b2,31,DNA,0,1000,2686,True,GCF_018918345.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_018918345.1_genomic.fna.gz
signatures/6dd2dd561fcc1aea9b8ea2521ff9ede4.sig.gz,6dd2dd561fcc1aea9b8ea2521ff9ede4,6dd2dd56,31,DNA,0,1000,2586,True,GCF_907163105.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907163105.1_genomic.fna.gz
signatures/34aa4c119675afe904fc6b41e9411ba4.sig.gz,34aa4c119675afe904fc6b41e9411ba4,34aa4c11,31,DNA,0,1000,4142,True,GCF_907165215.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907165215.1_genomic.fna.gz
signatures/6728c8ba865afd92552f6300cb29b69e.sig.gz,6728c8ba865afd92552f6300cb29b69e,6728c8ba,31,DNA,0,1000,2875,True,GCF_907164845.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907164845.1_genomic.fna.gz
signatures/750782e7ba508a7bc87995ff151515ee.sig.gz,750782e7ba508a7bc87995ff151515ee,750782e7,31,DNA,0,1000,2832,True,GCF_018918185.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_018918185.1_genomic.fna.gz
signatures/ef943178426401f123bc8d17e0d3ecb5.sig.gz,ef943178426401f123bc8d17e0d3ecb5,ef943178,31,DNA,0,1000,2319,True,GCF_018918235.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_018918235.1_genomic.fna.gz
signatures/4c660a052ed0365711b16b3f1fda9392.sig.gz,4c660a052ed0365711b16b3f1fda9392,4c660a05,31,DNA,0,1000,2866,True,GCF_907163125.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907163125.1_genomic.fna.gz
signatures/f4dd1598590943ee4e19f77a0e80efd8.sig.gz,f4dd1598590943ee4e19f77a0e80efd8,f4dd1598,31,DNA,0,1000,7085,True,GCF_907164905.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907164905.1_genomic.fna.gz
signatures/12486fb797ba7fd0c479aa92f884dddd.sig.gz,12486fb797ba7fd0c479aa92f884dddd,12486fb7,31,DNA,0,1000,6393,True,GCF_907165045.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907165045.1_genomic.fna.gz
signatures/132a0d9d6d1d4f66301f5de0e499468b.sig.gz,132a0d9d6d1d4f66301f5de0e499468b,132a0d9d,31,DNA,0,1000,4026,True,GCF_018918285.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_018918285.1_genomic.fna.gz
signatures/edae5a106ab82f132c4c7cf5536bfe41.sig.gz,edae5a106ab82f132c4c7cf5536bfe41,edae5a10,31,DNA,0,1000,3495,True,GCF_018918125.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_018918125.1_genomic.fna.gz
signatures/9f3b4f127d25efacbbbb58dab23a335e.sig.gz,9f3b4f127d25efacbbbb58dab23a335e,9f3b4f12,31,DNA,0,1000,4500,True,GCF_907163115.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907163115.1_genomic.fna.gz
signatures/0a8410aea42152d7fdb0bd2c3c331c93.sig.gz,0a8410aea42152d7fdb0bd2c3c331c93,0a8410ae,31,DNA,0,1000,2452,True,GCF_018918045.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_018918045.1_genomic.fna.gz
signatures/ba006926b93d8bfd07ed3cbd42cc85c3.sig.gz,ba006926b93d8bfd07ed3cbd42cc85c3,ba006926,31,DNA,0,1000,3009,True,GCF_018918095.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_018918095.1_genomic.fna.gz
signatures/99b0e96f8b70c79d2561ee436f5032aa.sig.gz,99b0e96f8b70c79d2561ee436f5032aa,99b0e96f,31,DNA,0,1000,2692,True,GCF_907163135.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907163135.1_genomic.fna.gz
signatures/9d84e0b2eb5d90f664b654f13a2aef29.sig.gz,9d84e0b2eb5d90f664b654f13a2aef29,9d84e0b2,31,DNA,0,1000,2686,True,GCF_018918345.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_018918345.1_genomic.fna.gz
signatures/6dd2dd561fcc1aea9b8ea2521ff9ede4.sig.gz,6dd2dd561fcc1aea9b8ea2521ff9ede4,6dd2dd56,31,DNA,0,1000,2586,True,GCF_907163105.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907163105.1_genomic.fna.gz
signatures/34aa4c119675afe904fc6b41e9411ba4.sig.gz,34aa4c119675afe904fc6b41e9411ba4,34aa4c11,31,DNA,0,1000,4142,True,GCF_907165215.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907165215.1_genomic.fna.gz
signatures/6728c8ba865afd92552f6300cb29b69e.sig.gz,6728c8ba865afd92552f6300cb29b69e,6728c8ba,31,DNA,0,1000,2875,True,GCF_907164845.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907164845.1_genomic.fna.gz
signatures/750782e7ba508a7bc87995ff151515ee.sig.gz,750782e7ba508a7bc87995ff151515ee,750782e7,31,DNA,0,1000,2832,True,GCF_018918185.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_018918185.1_genomic.fna.gz
signatures/ef943178426401f123bc8d17e0d3ecb5.sig.gz,ef943178426401f123bc8d17e0d3ecb5,ef943178,31,DNA,0,1000,2319,True,GCF_018918235.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_018918235.1_genomic.fna.gz
signatures/4c660a052ed0365711b16b3f1fda9392.sig.gz,4c660a052ed0365711b16b3f1fda9392,4c660a05,31,DNA,0,1000,2866,True,GCF_907163125.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907163125.1_genomic.fna.gz
signatures/f4dd1598590943ee4e19f77a0e80efd8.sig.gz,f4dd1598590943ee4e19f77a0e80efd8,f4dd1598,31,DNA,0,1000,7085,True,GCF_907164905.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907164905.1_genomic.fna.gz
signatures/12486fb797ba7fd0c479aa92f884dddd.sig.gz,12486fb797ba7fd0c479aa92f884dddd,12486fb7,31,DNA,0,1000,6393,True,GCF_907165045.1_genomic,/scratch/akn5655/566/YACHT/demo/ref_genomes/GCF_907165045.1_genomic.fna.gz
